,GitHub Name,Smogon Name,PMD Reference,,Pts.,Spr.,D.Spr.,Pokémon,Types,,HP,Atk,Def,SpA,SpD,Spe,0,252,252+,,Sprite
,kommo-o,kommoo,785,,13,,,Kommo-o (Z),Dragon,Fighting,75,110,125,100,105,85,206,269,295,,
,tapu-koko,tapukoko,786,,19,,,Tapu Koko (Z),Electric,Fairy,70,115,85,95,75,130,296,359,394,,
,tapu-lele,tapulele,787,,99,,,Tapu Lele (Z),Psychic,Fairy,70,85,75,130,115,95,226,289,317,,
,tapu-bulu,tapubulu,788,,15,,,Tapu Bulu (Z),Grass,Fairy,70,130,115,85,95,75,186,249,273,,
,tapu-fini,tapufini,789,,17,,,Tapu Fini (Z),Water,Fairy,70,75,115,95,130,85,206,269,295,,
,cosmog,cosmog,790,,1,,,Cosmog (Z),Psychic,-,43,29,31,29,31,37,110,173,190,,
,cosmoem,cosmoem,791,,1,,,Cosmoem (Z),Psychic,-,43,29,131,29,131,37,110,173,190,,
,solgaleo,solgaleo,792,,99,,,Solgaleo (Z),Psychic,Steel,137,137,107,113,89,97,230,293,322,,
,lunala,lunala,793,,99,,,Lunala (Z),Psychic,Ghost,137,113,89,137,107,97,230,293,322,,
,nihilego,nihilego,794,,11,,,Nihilego (Z),Rock,Poison,109,53,47,127,131,103,242,305,335,,
,buzzwole,buzzwole,795,,9,,,Buzzwole (Z),Bug,Fighting,107,139,139,53,53,79,194,257,282,,
,pheromosa,pheromosa,796,,99,,,Pheromosa (Z),Bug,Fighting,71,137,37,137,37,151,338,401,441,,
,xurkitree,xurkitree,797,,9,,,Xurkitree (Z),Electric,-,83,89,71,173,71,83,202,265,291,,
,celesteela,celesteela,798,,18,,,Celesteela (Z),Steel,Flying,97,101,103,107,101,61,158,221,243,,
,kartana,kartana,799,,16,,,Kartana (Z),Grass,Steel,59,181,131,59,31,109,254,317,348,,
,guzzlord,guzzlord,800,,3,,,Guzzlord (Z),Dark,Dragon,223,101,53,97,53,43,122,185,203,,
,necrozma,necrozma,0800/0002,,15,,,Necrozma (Z),Psychic,-,97,107,101,127,89,79,194,257,282,,
,necrozma-dusk,necrozma-duskmane,0800/0003,,99,,,Necrozma-Dusk-Mane (Z),Psychic,Steel,97,157,127,113,109,77,190,253,278,,
,necrozma-dawn,necrozma-dawnwings,0800/0001,,99,,,Necrozma-Dawn-Wings (Z),Psychic,Ghost,97,113,109,157,127,77,190,253,278,,
,necrozma-ultra,necrozma-ultra,801,,0,,,Necrozma-Ultra (Z),Psychic,Dragon,97,167,97,167,97,129,294,357,392,,
,magearna,magearna,0801/0001,,99,,,Magearna (Z),Steel,Fairy,80,95,115,130,115,65,166,229,251,,
,magearna-original,magearna-original,802,,0,,,- (Z),Steel,Fairy,80,95,115,130,115,65,166,229,251,,
,marshadow,marshadow,803,,99,,,Marshadow (Z),Fighting,Ghost,90,125,80,90,90,125,286,349,383,,
,poipole,poipole,804,,1,,,Poipole (Z),Poison,-,67,73,67,73,67,73,182,245,269,,
,naganadel,naganadel,805,,99,,,Naganadel (Z),Poison,Dragon,73,73,73,127,73,121,278,341,375,,
,stakataka,stakataka,806,,10,,,Stakataka (Z),Rock,Steel,61,131,211,53,101,13,62,125,137,,
,blacephalon,blacephalon,807,,12,,,Blacephalon (Z),Fire,Ghost,53,127,53,151,79,107,250,313,344,,
,zeraora,zeraora,808,,19,,,Zeraora (Z),Electric,-,88,112,75,102,80,143,322,385,423,,
,meltan,meltan,809,,0,,,Meltan (Z),Steel,-,46,65,65,55,35,34,104,167,183,,
,melmetal,melmetal,810,,0,,,Melmetal (Z),Steel,-,135,143,143,80,65,34,104,167,183,,
,grookey,grookey,811,,0,,,Grookey (Z),Grass,-,50,65,50,40,40,65,166,229,251,,
,thwackey,thwackey,812,,0,,,Thwackey (Z),Grass,-,70,85,70,55,60,80,196,259,284,,
,rillaboom,rillaboom,813,,0,,,Rillaboom (Z),Grass,-,100,125,90,60,70,85,206,269,295,,
,scorbunny,scorbunny,814,,0,,,Scorbunny (Z),Fire,-,50,71,40,40,40,69,174,237,260,,
,raboot,raboot,815,,0,,,Raboot (Z),Fire,-,65,86,60,55,60,94,224,287,315,,
,cinderace,cinderace,816,,0,,,Cinderace (Z),Fire,-,80,116,75,65,75,119,274,337,370,,
,sobble,sobble,817,,0,,,Sobble (Z),Water,-,50,40,40,70,40,70,176,239,262,,
,drizzile,drizzile,818,,0,,,Drizzile (Z),Water,-,65,60,55,95,55,90,216,279,306,,
,inteleon,inteleon,819,,0,,,Inteleon (Z),Water,-,70,85,65,125,65,120,276,339,372,,
,skwovet,skwovet,820,,0,,,Skwovet (Z),Normal,-,70,55,55,35,35,25,86,149,163,,
,greedent,greedent,821,,0,,,Greedent (Z),Normal,-,120,95,95,55,75,20,76,139,152,,
,rookidee,rookidee,822,,0,,,Rookidee (Z),Flying,-,38,47,35,33,35,57,150,213,234,,
,corvisquire,corvisquire,823,,0,,,Corvisquire (Z),Flying,-,68,67,55,43,55,77,190,253,278,,
,corviknight,corviknight,824,,0,,,Corviknight (Z),Flying,Steel,98,87,105,53,85,67,170,233,256,,
,blipbug,blipbug,825,,0,,,Blipbug (Z),Bug,-,25,20,20,25,45,45,126,189,207,,
,dottler,dottler,826,,0,,,Dottler (Z),Bug,Psychic,50,35,80,50,90,30,96,159,174,,
,orbeetle,orbeetle,827,,0,,,Orbeetle (Z),Bug,Psychic,60,45,110,80,120,90,216,279,306,,
,nickit,nickit,828,,0,,,Nickit (Z),Dark,-,40,28,28,47,52,50,136,199,218,,
,thievul,thievul,829,,0,,,Thievul (Z),Dark,-,70,58,58,87,92,90,216,279,306,,
,gossifleur,gossifleur,830,,0,,,Gossifleur (Z),Grass,-,40,40,60,40,60,10,56,119,130,,
,eldegoss,eldegoss,831,,0,,,Eldegoss (Z),Grass,-,60,50,90,80,120,60,156,219,240,,
,wooloo,wooloo,832,,0,,,Wooloo (Z),Normal,-,42,40,55,40,45,48,132,195,214,,
,dubwool,dubwool,833,,0,,,Dubwool (Z),Normal,-,72,80,100,60,90,88,212,275,302,,
,chewtle,chewtle,834,,0,,,Chewtle (Z),Water,-,50,64,50,38,38,44,124,187,205,,
,drednaw,drednaw,835,,0,,,Drednaw (Z),Water,Rock,90,115,90,48,68,74,184,247,271,,
,yamper,yamper,836,,0,,,Yamper (Z),Electric,-,59,45,50,40,50,26,88,151,166,,
,boltund,boltund,837,,0,,,Boltund (Z),Electric,-,69,90,60,90,60,121,278,341,375,,
,rolycoly,rolycoly,838,,0,,,Rolycoly (Z),Rock,-,30,40,50,40,50,30,96,159,174,,
,carkol,carkol,839,,0,,,Carkol (Z),Rock,Fire,80,60,90,60,70,50,136,199,218,,
,coalossal,coalossal,840,,0,,,Coalossal (Z),Rock,Fire,110,80,120,80,90,30,96,159,174,,
,applin,applin,841,,0,,,Applin (Z),Grass,Dragon,40,40,80,40,40,20,76,139,152,,
,flapple,flapple,842,,0,,,Flapple (Z),Grass,Dragon,70,110,80,95,60,70,176,239,262,,
,appletun,appletun,843,,0,,,Appletun (Z),Grass,Dragon,110,85,80,100,80,30,96,159,174,,
,silicobra,silicobra,844,,0,,,Silicobra (Z),Ground,-,52,57,75,35,50,46,128,191,210,,
,sandaconda,sandaconda,845,,0,,,Sandaconda (Z),Ground,-,72,107,125,65,70,71,178,241,265,,
,cramorant,cramorant,846,,0,,,Cramorant (Z),Flying,Water,70,85,55,85,95,85,206,269,295,,
,arrokuda,arrokuda,847,,0,,,Arrokuda (Z),Water,-,41,63,40,40,30,66,168,231,254,,
,barraskewda,barraskewda,848,,0,,,Barraskewda (Z),Water,-,61,123,60,60,50,136,308,371,408,,
,toxel,toxel,849,,0,,,Toxel (Z),Electric,Poison,40,38,35,54,35,40,116,179,196,,
,toxtricity,toxtricity,0849/0001,,0,,,Toxtricity (Z),Electric,Poison,75,98,70,114,70,75,186,249,273,,
,toxtricity-low-key,toxtricity-lowkey,850,,0,,,- (Z),Electric,Poison,75,98,70,114,70,75,186,249,273,,
,sizzlipede,sizzlipede,851,,0,,,Sizzlipede (Z),Fire,Bug,50,65,45,50,50,45,126,189,207,,
,centiskorch,centiskorch,852,,0,,,Centiskorch (Z),Fire,Bug,100,115,65,90,90,65,166,229,251,,
,clobbopus,clobbopus,853,,0,,,Clobbopus (Z),Fighting,-,50,68,60,50,50,32,100,163,179,,
,grapploct,grapploct,854,,0,,,Grapploct (Z),Fighting,-,80,118,90,70,80,42,120,183,201,,
,sinistea,sinistea,855,,0,,,Sinistea (Z),Ghost,-,40,45,45,74,54,50,136,199,218,,
,polteageist,polteageist,856,,0,,,Polteageist (Z),Ghost,-,60,65,65,134,114,70,176,239,262,,
,hatenna,hatenna,857,,0,,,Hatenna (Z),Psychic,-,42,30,45,56,53,39,114,177,194,,
,hattrem,hattrem,858,,0,,,Hattrem (Z),Psychic,-,57,40,65,86,73,49,134,197,216,,
,hatterene,hatterene,859,,0,,,Hatterene (Z),Psychic,Fairy,57,90,95,136,103,29,94,157,172,,
,impidimp,impidimp,860,,0,,,Impidimp (Z),Dark,Fairy,45,45,30,55,40,50,136,199,218,,
,morgrem,morgrem,861,,0,,,Morgrem (Z),Dark,Fairy,65,60,45,75,55,70,176,239,262,,
,grimmsnarl,grimmsnarl,862,,0,,,Grimmsnarl (Z),Dark,Fairy,95,120,65,95,75,60,156,219,240,,
,obstagoon,obstagoon,863,,0,,,Obstagoon (Z),Dark,Normal,93,90,101,60,81,95,226,289,317,,
,perrserker,perrserker,864,,0,,,Perrserker (Z),Steel,-,70,110,100,50,60,50,136,199,218,,
,cursola,cursola,865,,0,,,Cursola (Z),Ghost,-,60,95,50,145,130,30,96,159,174,,
,sirfetchd,sirfetchd,866,,0,,,Sirfetch'd (Z),Fighting,-,62,135,95,68,82,65,166,229,251,,
,mr-rime,mrrime,867,,0,,,Mr. Rime (Z),Ice,Psychic,80,85,75,110,100,70,176,239,262,,
,runerigus,runerigus,868,,0,,,Runerigus (Z),Ground,Ghost,58,95,145,50,105,30,96,159,174,,
,milcery,milcery,869,,0,,,Milcery (Z),Fairy,-,45,40,40,50,61,34,104,167,183,,
,alcremie,alcremie,870,,0,,,Alcremie (Z),Fairy,-,65,60,75,110,121,64,164,227,249,,
,falinks,falinks,871,,0,,,Falinks (Z),Fighting,-,65,100,100,70,60,75,186,249,273,,
,pincurchin,pincurchin,872,,0,,,Pincurchin (Z),Electric,-,48,101,95,91,85,15,66,129,141,,
,snom,snom,873,,0,,,Snom (Z),Ice,Bug,30,25,35,45,30,20,76,139,152,,
,frosmoth,frosmoth,874,,0,,,Frosmoth (Z),Ice,Bug,70,65,60,125,90,65,166,229,251,,
,stonjourner,stonjourner,875,,0,,,Stonjourner (Z),Rock,-,100,125,135,20,20,70,176,239,262,,
,eiscue,eiscue,0875/0001,,0,,,Eiscue (Z),Ice,-,75,80,110,65,90,50,136,199,218,,
,eiscue-noice,eiscue-noice,876,,0,,,- (Z),Ice,-,75,80,70,65,50,130,296,359,394,,
,indeedee,indeedee,0876/0000/0000/0002/,,0,,,- (Z),Psychic,Normal,60,65,55,105,95,95,226,289,317,,
,indeedee-f,indeedee-f,877,,0,,,Indeedee (Z),Psychic,Normal,70,55,65,95,105,85,206,269,295,,
,morpeko,morpeko,0877/0001,,0,,,Morpeko (Z),Electric,Dark,58,95,58,70,58,97,230,293,322,,
,morpeko-hangry,morpeko-hangry,878,,0,,,- (Z),Electric,Dark,58,95,58,70,58,97,230,293,322,,
,cufant,cufant,879,,0,,,Cufant (Z),Steel,-,72,80,49,40,49,40,116,179,196,,
,copperajah,copperajah,880,,0,,,Copperajah (Z),Steel,-,122,130,69,80,69,30,96,159,174,,
,dracozolt,dracozolt,881,,0,,,Dracozolt (Z),Electric,Dragon,90,100,90,80,70,75,186,249,273,,
,arctozolt,arctozolt,882,,0,,,Arctozolt (Z),Electric,Ice,90,100,90,90,80,55,146,209,229,,
,dracovish,dracovish,883,,0,,,Dracovish (Z),Water,Dragon,90,90,100,70,80,75,186,249,273,,
,arctovish,arctovish,884,,0,,,Arctovish (Z),Water,Ice,90,90,100,80,90,55,146,209,229,,
,duraludon,duraludon,885,,0,,,Duraludon (Z),Steel,Dragon,70,95,115,120,50,85,206,269,295,,
,dreepy,dreepy,886,,0,,,Dreepy (Z),Dragon,Ghost,28,60,30,40,30,82,200,263,289,,
,drakloak,drakloak,887,,0,,,Drakloak (Z),Dragon,Ghost,68,80,50,60,50,102,240,303,333,,
,dragapult,dragapult,888,,0,,,Dragapult (Z),Dragon,Ghost,88,120,75,100,75,142,320,383,421,,
,zacian,zacian,0888/0001,,0,,,Zacian (Z),Fairy,-,92,130,115,80,115,138,312,375,412,,
,zacian-crowned,zacian-crowned,889,,0,,,Zacian-Crowned (Z),Fairy,Steel,92,170,115,80,115,148,332,395,434,,
,zamazenta,zamazenta,0889/0001,,0,,,Zamazenta (Z),Fighting,-,92,130,115,80,115,138,312,375,412,,
,zamazenta-crowned,zamazenta-crowned,890,,0,,,Zamazenta-Crowned (Z),Fighting,Steel,92,130,145,80,145,128,292,355,390,,
,eternatus,eternatus,0890/0001,,0,,,Eternatus (Z),Poison,Dragon,140,85,95,145,95,130,296,359,394,,
,eternatus-eternamax,eternatus-eternamax,891,,0,,,Eternamax Eternatus (Z),Poison,Dragon,255,115,250,125,250,130,296,359,394,,
,kubfu,kubfu,892,,0,,,Kubfu (Z),Fighting,-,60,90,60,53,50,72,180,243,267,,
,urshifu,urshifu,0892/0001,,0,,,Urshifu-Single-Strike (Z),Fighting,Dark,100,130,100,63,60,97,230,293,322,,
,urshifu-rapid-strike,urshifu-rapidstrike,893,,0,,,Urshifu-Rapid-Strike (Z),Fighting,Water,100,130,100,63,60,97,230,293,322,,
,zarude,zarude,0893/0001,,0,,,Zarude (Z),Dark,Grass,105,120,105,70,95,105,246,309,339,,
,zarude-dada,zarude-dada,894,,0,,,- (Z),Dark,Grass,105,120,105,70,95,105,246,309,339,,
,regieleki,regieleki,895,,0,,,Regieleki (Z),Electric,-,80,100,50,100,50,200,436,499,548,,
,regidrago,regidrago,896,,0,,,Regidrago (Z),Dragon,-,200,100,50,100,50,80,196,259,284,,
,glastrier,glastrier,897,,0,,,Glastrier (Z),Ice,-,100,145,130,65,110,30,96,159,174,,
,spectrier,spectrier,898,,0,,,Spectrier (Z),Ghost,-,100,65,60,145,80,130,296,359,394,,
,calyrex,calyrex,0898/0001,,0,,,Calyrex (Z),Psychic,Grass,100,80,80,80,80,80,196,259,284,,
,calyrex-ice,calyrex-ice,0898/0001,,0,,,Calyrex-Ice-Rider (Z),Psychic,Ice,100,165,150,85,130,50,136,199,218,,
,calyrex-shadow,calyrex-shadow,899,,0,,,Calyrex-Shadow-Rider (Z),Psychic,Ghost,100,85,80,165,100,150,336,399,438,,
,wyrdeer,wyrdeer,900,,0,,,Wyrdeer (Z),Normal,Psychic,103,105,72,105,75,65,166,229,251,,
,kleavor,kleavor,901,,0,,,Kleavor (Z),Bug,Rock,70,130,95,45,75,85,206,269,295,,
,ursaluna,ursaluna,0901/0001,,0,,,Ursaluna (Z),Ground,Normal,130,140,105,45,80,50,136,199,218,,
,ursaluna-bloodmoon,ursaluna-bloodmoon,902,,0,,,Ursaluna-Bloodmoon (Z),Ground,Normal,113,70,120,135,65,52,140,203,223,,
,basculegion,basculegion,0902/0000/0000/0002,,0,,,Basculegion (Z),Water,Ghost,120,112,65,80,75,78,192,255,280,,
,basculegion-female,basculegion-f,903,,0,,,- (Z),Water,Ghost,120,92,65,100,75,78,192,255,280,,
,sneasler,sneasler,904,,0,,,Sneasler (Z),Fighting,Poison,80,130,60,40,80,120,276,339,372,,
,overqwil,overqwil,905,,0,,,Overqwil (Z),Dark,Poison,85,115,95,65,65,85,206,269,295,,
,enamorus,enamorus,0905/0001,,0,,,Enamorus-Incarnate (Z),Fairy,Flying,74,115,70,135,80,106,248,311,342,,
,enamorus-therian,enamorus-therian,906,,0,,,Enamorus-Therian (Z),Fairy,Flying,74,115,110,135,100,46,128,191,210,,
,sprigatito,sprigatito,907,,0,,,Sprigatito (Z),Grass,,40,61,54,45,45,65,166,229,251,,
,floragato,floragato,908,,0,,,Floragato (Z),Grass,,61,80,63,60,63,83,202,265,291,,
,meowscarada,meowscarada,909,,0,,,Meowscarada (Z),Grass,Dark,76,110,70,81,70,123,282,345,379,,
,fuecoco,fuecoco,910,,0,,,Fuecoco (Z),Fire,,67,45,59,63,40,36,108,171,188,,
,crocalor,crocalor,911,,0,,,Crocalor (Z),Fire,,81,55,78,90,58,49,134,197,216,,
,skeledirge,skeledirge,912,,0,,,Skeledirge (Z),Fire,Ghost,104,75,100,110,75,66,168,231,254,,
,quaxly,quaxly,913,,0,,,Quaxly (Z),Water,,55,65,45,50,45,50,136,199,218,,
,quaxwell,quaxwell,914,,0,,,Quaxwell (Z),Water,,70,85,65,65,60,65,166,229,251,,
,quaquaval,quaquaval,915,,0,,,Quaquaval (Z),Water,Fighting,85,120,80,85,75,85,206,269,295,,
,lechonk,lechonk,916,,0,,,Lechonk (Z),Normal,,54,45,40,35,45,35,106,169,185,,
,oinkologne,oinkologne,0916/0000/0000/0002,,0,,,Oinkologne (Z),Normal,,110,100,75,59,80,65,166,229,251,,
,oinkologne-f,oinkologne-f,917,,0,,,Oinkologne-Female (Z),Normal,,125,100,80,85,75,55,146,209,229,,
,tarountula,tarountula,918,,0,,,Tarountula (Z),Bug,,35,41,45,29,40,20,76,139,152,,
,spidops,spidops,919,,0,,,Spidops (Z),Bug,,60,79,92,52,86,35,106,169,185,,
,nymble,nymble,920,,0,,,Nymble (Z),Bug,,33,46,40,21,25,45,126,189,207,,
,lokix,lokix,921,,0,,,Lokix (Z),Bug,Dark,71,102,78,52,55,92,220,283,311,,
,pawmi,pawmi,922,,0,,,Pawmi (Z),Electric,,45,50,20,40,25,60,156,219,240,,
,pawmo,pawmot,923,,0,,,Pawmo (Z),Electric,Fighting,60,75,40,50,40,85,206,269,295,,
,pawmot,pawmot,924,,0,,,Pawmot (Z),Electric,Fighting,70,115,70,70,60,105,246,309,339,,
,tandemaus,tandemaus,925,,0,,,Tandemaus (Z),Normal,,50,50,45,40,45,75,186,249,273,,
,maushold,maushold,926,,0,,,Maushold (Z),Normal,,74,75,70,65,75,111,258,321,353,,
,fidough,fidough,927,,0,,,Fidough (Z),Fairy,,37,55,70,30,55,65,166,229,251,,
,dachsbun,daschbun,928,,0,,,Dachsbun (Z),Fairy,,57,80,115,50,80,95,226,289,317,,
,smoliv,smoliv,929,,0,,,Smoliv (Z),Grass,Normal,41,35,45,58,51,30,96,159,174,,
,dolliv,dolliv,930,,0,,,Dolliv (Z),Grass,Normal,52,53,60,78,78,33,102,165,181,,
,arboliva,arboliva,931,,0,,,Arboliva (Z),Grass,Normal,78,69,90,125,109,39,114,177,194,,
,squawkabilly,squawkabilly,932,,0,,,Squawkabilly (Z),Water,,150,100,115,65,65,35,106,169,185,,
,nacli,nacli,933,,0,,,Nacli (Z),Rock,,55,55,75,35,35,25,86,149,163,,
,naclstack,naclstack,934,,0,,,Naclstack (Z),Rock,,60,60,100,35,65,35,106,169,185,,
,garganacl,garganacl,935,,0,,,Garganacl (Z),Rock,,100,100,130,45,90,35,106,169,185,,
,charcadet,charcadet,936,,0,,,Charcadet (Z),Fire,,40,50,40,50,40,30,96,159,174,,
,armarouge,armarouge,937,,0,,,Armarouge (Z),Fire,Psychic,85,60,100,125,80,75,186,249,273,,
,ceruledge,ceruledge,938,,0,,,Ceruledge (Z),Fire,Ghost,75,125,80,60,100,85,206,269,295,,
,tadbulb,tadbulb,939,,0,,,Tadbulb (Z),Electric,,61,31,41,59,35,45,126,189,207,,
,bellibolt,bellibolt,940,,0,,,Bellibolt (Z),Electric,,109,64,91,103,83,45,126,189,207,,
,wattrel,wattrel,941,,0,,,Wattrel (Z),Electric,Flying,40,40,35,55,40,70,176,239,262,,
,kilowattrel,kilowattrel,942,,0,,,Kilowattrel (Z),Electric,Flying,70,70,60,105,60,125,286,349,383,,
,maschiff,maschiff,943,,0,,,Maschiff (Z),Dark,,60,78,60,40,51,51,138,201,221,,
,mabosstiff,mabosstiff,944,,0,,,Mabosstiff (Z),Dark,,80,120,90,60,70,85,206,269,295,,
,shroodle,shroodle,945,,0,,,Shroodle (Z),Poison,Normal,40,65,35,40,35,75,186,249,273,,
,grafaiai,grafaiai,946,,0,,,Grafaiai (Z),Poison,Normal,63,95,65,80,72,110,256,319,350,,
,bramblin,bramblin,947,,0,,,Bramblin (Z),Grass,Ghost,40,65,30,45,35,60,156,219,240,,
,brambleghast,brambleghast,948,,0,,,Brambleghast (Z),Grass,Ghost,55,115,70,80,70,90,216,279,306,,
,toedscool,toedscool,949,,0,,,Toedscool (Z),Ground,Grass,40,40,35,50,100,70,176,239,262,,
,toedscruel,toedscruel,950,,0,,,Toedscruel (Z),Ground,Grass,80,70,65,80,120,100,236,299,328,,
,klawf,klawf,951,,0,,,Klawf (Z),Rock,,70,100,115,35,55,75,186,249,273,,
,capsakid,capsakid,952,,0,,,Capsakid (Z),Grass,,50,62,40,62,40,50,136,199,218,,
,scovillain,scovillain,953,,0,,,Scovillain (Z),Grass,Fire,65,108,65,108,65,75,186,249,273,,
,rellor,rellor,954,,0,,,Rellor (Z),Bug,,41,50,60,31,58,30,96,159,174,,
,rabsca,rabsca,955,,0,,,Rabsca (Z),Bug,Psychic,75,50,85,115,100,45,126,189,207,,
,flittle,flittle,956,,0,,,Flittle (Z),Psychic,,30,35,30,55,30,75,186,249,273,,
,espathra,espathra,957,,0,,,Espathra (Z),Psychic,,95,60,60,101,60,105,246,309,339,,
,tinkatink,tinkatink,958,,0,,,Tinkatink (Z),Fairy,Steel,50,45,45,35,64,58,152,215,236,,
,tinkatuff,tinkatuff,959,,0,,,Tinkatuff (Z),Fairy,Steel,65,55,55,45,82,78,192,255,280,,
,tinkaton,tinkaton,960,,0,,,Tinkaton (Z),Fairy,Steel,85,75,77,70,105,94,224,287,315,,
,wiglett,wiglett,961,,0,,,Wiglett (Z),Water,,10,55,25,35,25,95,226,289,317,,
,wugtrio,wugtrio,962,,0,,,Wugtrio (Z),Water,,35,100,50,50,70,120,276,339,372,,
,bombirdier,bombirdier,963,,0,,,Bombirdier (Z),Flying,Fighting,82,115,74,75,64,90,216,279,306,,
,finizen,finizen,964,,0,,,Finizen (Z),Water,,70,45,40,45,40,75,186,249,273,,
,palafin,palafin,0964/0001,,0,,,Palafin (Z),Water,,100,70,72,53,62,100,236,299,328,,
,palafin-hero,palafin-hero,965,,0,,,Palafin-Hero (Z),Water,,100,160,97,106,87,100,236,299,328,,
,varoom,varoom,966,,0,,,Varoom (Z),Steel,Poison,45,70,63,30,45,47,130,193,212,,
,revavroom,revavroom,967,,0,,,Revavroom (Z),Steel,Poison,80,119,90,54,67,90,216,279,306,,
,cyclizar,cyclizar,968,,0,,,Cyclizar (Z),Dragon,Normal,70,95,65,85,65,121,278,341,375,,
,orthworm,orthworm,969,,0,,,Orthworm (Z),Steel,,70,85,145,60,55,65,166,229,251,,
,glimmet,glimmet,970,,0,,,Glimmet (Z),Rock,Poison,48,35,42,105,60,60,156,219,240,,
,glimmora,glimmora,971,,0,,,Glimmora (Z),Rock,Poison,83,55,90,130,81,86,208,271,298,,
,greavard,greavard,972,,0,,,Greavard (Z),Ghost,,50,61,60,30,55,34,104,167,183,,
,houndstone,houndstone,973,,0,,,Houndstone (Z),Ghost,,72,101,100,50,97,68,172,235,258,,
,flamigo,flamigo,974,,0,,,Flamigo (Z),Flying,Fighting,82,115,74,75,64,90,216,279,306,,
,cetoddle,cetoddle,975,,0,,,Cetoddle (Z),Ice,,108,68,45,30,40,43,122,185,203,,
,cetitan,cetitan,976,,0,,,Cetitan (Z),Ice,,170,113,65,45,55,73,182,245,269,,
,veluza,veluza,977,,0,,,Veluza (Z),Water,Psychic,90,102,73,78,65,70,176,239,262,,
,dondozo,dondozo,978,,0,,,Dondozo (Z),Water,,150,100,115,65,65,35,106,169,185,,
,tatsugiri,tatsugiri,979,,0,,,Tatsugiri (Z),Dragon,Water,68,50,60,120,95,82,200,263,289,,
,annihilape,annihilape,980,,0,,,Annihilape (Z),Fighting,Ghost,110,115,80,50,90,90,216,279,306,,
,clodsire,clodsire,981,,0,,,Clodsire (Z),Poison,Ground,130,75,60,45,100,20,76,139,152,,
,farigiraf,farigiraf,982,,0,,,Farigiraf (Z),Normal,Psychic,,,,,,,36,99,108,,
,dudunsparce,dudunsparce,983,,0,,,Dudunsparce (Z),Normal,,125,100,80,85,75,55,146,209,229,,
,kingambit,kingambit,984,,0,,,Kingambit (Z),Dark,Steel,100,135,120,60,85,50,136,199,218,,
,great-tusk,greattusk,985,,0,,,Great Tusk (Z),Ground,Fighting,115,131,131,53,53,87,210,273,300,,
,scream-tail,screamtail,986,,0,,,Scream Tail (Z),Fairy,Psychic,115,65,99,65,115,111,258,321,353,,
,brute-bonnet,brutebonnet,987,,0,,,Brute Bonnet (Z),Grass,Dark,111,127,99,79,99,55,146,209,229,,
,flutter-mane,fluttermane,988,,0,,,Flutter Mane (Z),Bug,Fighting,85,135,79,85,105,81,198,261,287,,
,slither-wing,slitherwing,989,,0,,,Slither Wing (Z),Fire,Poison,80,70,60,140,110,110,256,319,350,,
,sandy-shocks,sandyshocks,990,,0,,,Sandy Shocks (Z),Electric,Ground,85,81,97,121,85,101,238,301,331,,
,iron-treads,irontreads,991,,0,,,Iron Treads (Z),Ground,Steel,90,112,120,72,70,106,248,311,342,,
,iron-bundle,ironbundle,992,,0,,,Iron Bundle (Z),Ice,Water,56,80,114,124,60,136,308,371,408,,
,iron-hands,ironhands,993,,0,,,Iron Hands (Z),Fighting,Electric,154,140,108,50,68,50,136,199,218,,
,iron-jugulis,ironjugulis,994,,0,,,Iron Jugulis (Z),Dark,Flying,94,80,86,122,80,108,252,315,346,,
,iron-moth,ironmoth,995,,0,,,Iron Moth (Z),Fire,Poison,80,70,60,140,110,110,256,319,350,,
,iron-thorns,ironthorns,996,,0,,,Iron Thorns (Z),Rock,Electric,100,134,110,70,84,72,180,243,267,,
,frigibax,frigibax,997,,0,,,Frigibax (Z),Dragon,Ice,65,75,45,35,45,55,146,209,229,,
,arctibax,arctibax,998,,0,,,Arctibax (Z),Dragon,Ice,90,95,66,45,65,62,160,223,245,,
,baxcalibur,baxcalibur,999,,0,,,Baxcalibur (Z),Dragon,Ice,115,145,92,75,86,87,210,273,300,,
,gimmighoul,gimmighoul,1000,,0,,,Gimmighoul (Z),Ghost,,45,30,70,75,70,10,56,119,130,,
,gholdengo,gholdengo,1001,,0,,,Gholdengo (Z),Steel,Ghost,87,60,95,133,91,84,204,267,293,,
,wo-chien,wochien,1002,,0,,,Wo-Chien (Z),Dark,Grass,85,85,100,95,135,70,176,239,262,,
,chien-pao,chienpao,1003,,0,,,Chien-Pao (Z),Dark,Ice,80,120,80,90,65,135,306,369,405,,
,ting-lu,tinglu,1004,,0,,,Ting-Lu (Z),Dark,Ground,155,110,130,50,80,45,126,189,207,,
,chi-yu,chiyu,1005,,0,,,Chi-Yu (Z),Dark,Fire,55,80,80,135,120,100,236,299,328,,
,roaring-moon,roaringmoon,1006,,0,,,Roaring Moon (Z),Dragon,Dark,105,139,71,55,101,119,274,337,370,,
,iron-valiant,ironvaliant,1007,,0,,,Iron Valiant (Z),Fairy,Fighting,74,130,90,120,60,116,268,331,364,,
,koraidon,koraidon,1008,,0,,,Koraidon (Z),Fighting,Dragon,100,135,115,85,100,135,306,369,405,,
,miraidon,miraidon,1009,,0,,,Miraidon (Z),Electric,Dragon,100,85,100,135,115,135,306,369,405,,
,walking-wake,walkingwake,1010,,0,,,Walking Wake (Z),Water,Dragon,99,83,91,125,83,109,254,317,348,,
